p_name|p_bookID|p_authname|p_date
Penguin|41815|Isaac Asimov|5/27/1993
Bantam|41820|Isaac Asimov|12/1/1991
Millenium|41821|Isaac Asimov|2/10/2000
Spectra|41822|Isaac Asimov|12/1/1991
Fawcett crest|41824|Isaac Asimov|1/1/1952
Harper Voyager|41832|Isaac Asimov/Orson Scott Card|10/21/2003
Avon Books (P)|41834|Isaac Asimov|11/1/1971
Avon|41840|Isaac Asimov/Terry Carr/Martin H. Greenberg/Janet  Fox|8/1/1985
Speak|41851|Blake Nelson|4/6/2006
Library of America|41856|John  Smith|3/22/2007
Little  Brown Books for Young Readers|41861|Lane Smith|4/1/2006
Cambridge University Press|41862|John Maynard Smith|10/21/1982
Oxford University Press  USA|41863|John Maynard Smith/Eörs Szathmáry|11/26/2000
Pearson|41864|Alden T. Vaughan|8/17/2019
Little  Brown and Company|41865|Stephenie Meyer|9/6/2006
Barnes & Noble|41885|Jane Austen|7/25/2004
Gallery Books|41887|Shel Silverstein|9/9/1985
Simon  Schuster Books for Young Readers|41890|Shel Silverstein|8/1/2002
Arthur A. Levine Books|41899|Newt Scamander/J.K. Rowling|6/1/2001
Michael O'Mara Books|41900|Sean Smith|5/1/2003
Goldmann|41903|Allan Zola Kronzek|11/1/2001
Carlsen|41907|J.K. Rowling|9/30/2000
Dhv der Hörverlag|41908|J.K. Rowling/Rufus Beck|8/31/2002
Yapı Kredi Yayınları|41909|J.K. Rowling/Sevin Okyay|10/1/2001
Carlsen|41911|J.K. Rowling|4/1/2001
Anchor Books|41918|Alex Kotlowitz|1/5/1992
Allyn & Bacon|41919|Laura E. Berk|9/10/2004
Corgi|41926|Elvi Rhodes|8/19/1999
Signet|41951|Maeve Binchy|3/1/2002
Dell|41952|Maeve Binchy|1/12/2007
Arrow|41962|Maeve Binchy|5/4/2006
Orion Publishing Group|41967|Maeve Binchy|6/30/2005
Arrow|41977|Maeve Binchy/René Huigen/Frans Thomése|6/1/2006
Editions du Rocher|41979|Maeve Binchy|3/29/1999
Pocket|41991|Maeve Binchy|6/19/2003
Headline Review|41993|Jill Mansell|9/7/2000
Headline Review|41994|Jill Mansell|9/2/2002
Headline Review|41996|Jill Mansell|10/27/2003
Headline|41998|Jill Mansell|3/3/2003
Little  Brown Book Group|41999|Cynthia Harrod-Eagles|11/1/2004
Headline Review|42001|Jill Mansell|8/16/2004
Headline Review|42002|Jill Mansell|8/16/2001
Headline Review|42003|Jill Mansell|8/2/2001
Headline Review|42007|Jill Mansell|6/10/1999
Headline Review|42010|Jill Mansell|7/2/1998
J'ai Lu|42012|Jill Mansell|10/31/2002
Red Dress Ink|42018|Chris Manby|4/26/2005
Coronet|42020|Chris Manby|1/5/2004
HarperCollins|42029|Jessica Adams/Chris Manby/Fiona Walker|7/3/2000
Penguin Books|42036|Charles Lamb/Mary Lamb/Arthur Rackham|10/26/2007
Bloomsbury Academic|42038|William Shakespeare/Katherine Duncan-Jones|8/21/1997
Doubleday Books|42040|William Shakespeare|9/3/1957
Delta|42041|Charles Boyce/David Allen White|11/10/1991
Penguin Classics|42045|William Shakespeare/Stephen Orgel/John Hollander|12/1/2001
Henry Holt & Company|42048|Elise Broach|5/1/2005
Oxford University Press|42051|William Shakespeare/Colin Burrow|7/18/2002
Arden Shakespeare|42054|William Shakespeare/Richard Proudfoot/Ann Thompson/David Scott Kastan/Harold Jenkins|7/5/2001
Hachette Books|42055|Reed Martin/Austin Tichenor|7/11/2006
Headline|42056|Lilian Jackson Braun|11/7/1996
Puffin Books|42057|Gary L. Blackwood|7/1/2000
Simon  Schuster|42060|William Shakespeare/Barbara A. Mowat/Paul Werstine|7/1/2004
Bloomsbury Arden Shakespeare|42068|William Shakespeare/John D. Cox/Eric Rasmussen|11/1/2001
Phoenix|42070|Frank Kermode|7/7/2005
Lonely Planet|42078|Sarah Johnstone|7/1/2005
Omnibus Press|42099|Peter Doggett|12/1/2004
Orb Books|42140|Jonathan Carroll|6/1/2005
Tor Books|42141|Jonathan Carroll|11/28/2006
Orb Books|42143|Jonathan Carroll|2/10/2001
Orb Books|42145|Jonathan Carroll/Dave McKean|10/1/2004
Orb Books|42146|Jonathan Carroll|5/3/2002
Orion|42148|Jonathan Carroll|8/10/2000
St. Martin's Press|42149|Emily Giffin|6/13/2006
Griffin|42155|Emily Giffin|3/21/2006
St. Martin's Press|42156|Emily Giffin|6/1/2004
Scholastic Paperbacks|42157|Paula Danziger/Ann M. Martin|5/1/1999
St. Martin's Griffin|42158|James Kirkwood Jr.|11/15/2003
Possibilities|42162|Lynda Milligan/Nancy J. Smith|12/1/2002
St. Martin's Press|42172|Donna VanLiere|11/9/2001
Red Dress Ink|42177|Laura Caldwell|10/25/2002
Pogue Press|42180|David Pogue|8/23/2004
Orion Books|42198|Robert Ludlum|7/1/2004
Dover Publications|42210|Pedro Calderón de la Barca|7/1/2002
Applause Theatre & Cinema Book Publishers|42211|Pedro Calderón de la Barca/Miguel de Cervantes Saavedra/Lope de Vega/Tirso de Molina/Roy Campbell/Eric Bentley|4/1/2000
Dover Publications|42212|Pedro Calderón de la Barca/Stanley Appelbaum|12/6/2002
Penguin Classics|42213|Pedro Calderón de la Barca/Gregary Racz|12/26/2006
Chronicle Books|42261|Steven Heller/Louise Fili|11/9/2006
Golden Books|42278|Ruth Krauss/Mary Blair|9/9/2003
Signet|42300|Donna Hill/Francis Ray/Brenda Jackson/Monica Jackson|1/6/2004
Oxford University Press|42308|Astrid Lindgren/Tony Ross|10/9/2003
Puffin|42311|Johanna Hurwitz/Michael Dooling|11/1/1991
Twayne Publishers|42323|Eva-Maria Metcalf|11/1/1994
Oddysey/Harcourt Young Classics|42337|Eleanor Estes/Louis Slobodkin|4/1/2001
Orion Publishing Group|42341|Alistair Moffat|12/31/1999
Whitaker House|42355|Roberts Liardon|11/1/2000
HMH Books for Young Readers|42357|Eleanor Estes/Edward Ardizzone|8/1/2003
HMH Books for Young Readers|42359|Eleanor Estes/Edward Ardizzone|9/1/2000
HMH Books for Young Readers|42366|Eleanor Estes/Edward Ardizzone|9/1/2000
HMH Books for Young Readers|42369|Eleanor Estes/Louis Slobodkin|9/1/2004
Sagebrush|42376|Noel Streatfeild/Diane Goode|11/1/1999
Yearling|42377|Noel Streatfeild|2/1/1987
Lions|42380|Noel Streatfeild/Judith Gwyn Brown|10/1/1977
Doubleday Books|42382|Herman Wouk|4/20/1954
Simon & Schuster; Media Tie-In edition|42389|Stephen E. Ambrose|9/1/2002
Little  Brown and Company|42390|Scott  Freeman|7/1/1996
Harry N. Abrams|42408|Laurent de Brunhoff|9/1/2005
Random House Books for Young Readers|42410|Lois Lenski|1/27/2004
Random House Books for Young Readers|42415|Lois Lenski|10/24/2000
Johns Hopkins University Press|42417|Margaret A. Weitekamp|10/26/2005
Silhouette Books|42424|Merline Lovelace|2/23/2004
P. F. Collier and Sons|42425|Ernest Hemingway|1/1/1940
Cliffs Notes|42429|Gary K. Carey|5/20/1964
Debolsillo|42430|Frank Herbert/Domingo Santos|10/30/2003
Victor Gollancz|42432|Frank Herbert|3/13/2003
Tor Books|42434|Brian Herbert/Kevin J. Anderson|8/7/2007
Owl Books|42435|Doug Stanton|5/1/2003
Ellora's Cave|42438|Elizabeth Stewart|5/27/2005
Twin Palms Publishers|42439|Joel-Peter Witkin/Stanley B. Burns|10/1/1994
Random House Books for Young Readers|42444|Lois Lenski/Heidi Kilgras|10/24/2000
HarperCollins|42447|Lois Lenski|4/26/2005
HarperCollins|42485|Maud Hart Lovelace/Lois Lenski|11/9/1994
University of Arizona Press|42489|Glenn M. Schwartz|5/25/2006
Harlequin American Romance|42501|Elda Minger|7/25/1985
Presidio Press|42512|Harold G. Moore/Joseph L. Galloway|11/23/2004
HarperTorch|42513|Harold G. Moore/Joseph L. Galloway|2/5/2002
Corgi|42514|Harold G. Moore/Joseph L. Galloway|3/1/2002
Simon  Schuster|42519|Stephen E. Ambrose|10/15/1991
Times Books|42525|Tom Wicker/Arthur M. Schlesinger Jr.|11/5/2002
Johns Hopkins University Press|42528|Dwight D. Eisenhower|6/6/1997
University Press of Kansas|42529|Kenneth Osgood|2/23/2006
University of Oklahoma Press|42533|John S.D. Eisenhower|9/15/2000
Free Press|42536|John S.D. Eisenhower/Joanne Thompson Eisenhower|6/4/2002
Touchstone Books|42543|Stephen E. Ambrose|10/1/1985
Grand Central Publishing|42547|Martin Luther King Jr./Clayborne Carson|1/1/2001
US Naval Institute Press|42558|E.B. Potter|4/21/2003
Wordsworth Editions|42573|Charles Kingsley/W. Heath Robinson|12/5/1994
Hyperion Books for Children|42579|Julie Aigner-Clark/Nadeem Zaidi|9/1/2003
Vintage Crime/Black Lizard|42589|David Goodis|10/3/1990
Cliffs Notes|42594|James Lamar Roberts/CliffsNotes/William Shakespeare|9/20/1960
Cambridge University Press|42597|William Shakespeare/Elizabeth Story Donno/Penny Gay|3/15/2004
Workman Publishing Company|42602|Barrie Trinkle/Paige Kimble/Carolyn  Andrews|11/16/2006
Berkley Books|42603|John Howard Griffin|5/6/2003
Harvest House Publishers|42604|Bill Farrel/Pam Farrel|1/1/2001
The Audio Partners|42606|William Shakespeare/Arkangel Cast/Victoria Hamilton/Niamh Cusack/Stephen Mangan|9/6/2005
Simon Schuster|42607|William Shakespeare|8/23/2011
Bloomsbury Arden Shakespeare|42609|William Shakespeare/Juliet Dusinberre|7/25/2006
SparkNotes|42612|William Shakespeare/SparkNotes/John Crowther|6/22/2004
Bantam|42615|David L. Robbins|6/6/2000
Harper Paperbacks|42622|Patrick Robinson|2/3/2004
HarperTorch|42625|Patrick Robinson|1/23/1998
Waterbrook Press|42631|Joanna Weaver|7/18/2000
Beacon Press|42632|Mary Oliver|10/15/2006
Dell|42634|Mary Balogh|11/28/2006
Replica Books|42641|Leo Tolstoy/Louise Maude/Aylmer Maude|2/1/2000
Atlantic Monthly Press (NYC)|42647|Charles Frazier|5/16/1997
Pen & Sword Military|42652|Mansur Abdulin/Artem Drabkin|1/19/2005
Penguin Books|42661|Antony Beevor|4/29/2003
Penguin Books|42662|Antony Beevor/Artemis Cooper|8/31/2004
Berkley Sensation|42668|Meljean Brook|1/2/2008
HarperOne|42682|Mariel Hemingway|12/26/2006
Harry N. Abrams|42688|Scott Donaldson|12/1/2001
Bantam|42691|Leon Uris|5/1/1985
Bantam|42692|Leon Uris|11/1/1983
Avon|42693|Leon Uris|9/5/2000
Avon|42694|Leon Uris|6/28/2005
Bantam|42695|Leon Uris|1/1/1984
Bantam Books  Inc.|42697|Leon Uris|10/1/1986
Penguin Books|42698|Roddy Doyle|10/25/2005
Penguin Books|42701|Roddy Doyle|3/1/1997
Fischer Taschenbuch Verlag|42706|Roddy Doyle/Renate Orth-Guttmann|10/1/2002
Scholastic  Inc.|42714|Roddy Doyle/Brian Ajhar|7/20/2001
Vintage|42718|Roddy Doyle|9/7/2000
Secker and Warburg|42719|Roddy Doyle|8/4/1991
Omnibus Hc Bei Bertelsmann|42728|Roddy Doyle/Brian Ajhar|9/1/2002
Fischer TB|42738|Roddy Doyle|9/1/2002
Vintage|42741|Roddy Doyle/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Pauline McLynn/Tom Humphries/Joseph O'Connor/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Gerard Stembridge/Donal O'Kelly|6/6/2002
Greenwood Press|42758|James Craig Holte|3/30/2002
Xlibris Corporation|42763|Elizabeth Russell Miller|3/23/2005
Warner Books (NY)|42772|Diane  Kennedy/Garrett Sutton/Robert T. Kiyosaki|12/31/2003
Warner Books (NY)|42777|Christopher Cokinos|4/1/2001
Bantam Books|42797|Barbara Conklin|12/31/1984
Bantam Books|42798|Barbara Conklin|2/1/1988
Bantam Books|42802|Barbara Conklin|9/1/1985
Harlequin Romance|42808|Valerie Parv|4/24/1995
Possibilities|42811|Lynda Milligan/Nancy J. Smith|12/31/1990
Fawcett|42818|Jimmy Buffett|6/3/1989
Fawcett|42819|Jimmy Buffett/Leona Nevler|11/28/1999
Citadel Press|42831|Thomas Ryan|1/1/1998
Bantam|42849|Nicholas Dodman|3/3/1997
Lerner Publications|42854|Marlene Targ Brill/Lerner Publishing Group|4/1/2006
Dover Publications|42855|James Daley/Barack Obama/Martin Luther King Jr.|4/28/2006
David C. Cook|42862|Kenneth H. Blanchard|6/1/1999
McGraw-Hill Companies|42863|Kenneth H. Blanchard|4/30/1999
W Publishing Group|42864|Kenneth H. Blanchard/Phil Hodges|3/1/2007
Harper Business|42866|Kenneth H. Blanchard/Don Shula|1/23/2001
Berrett-Koehler Publishers|42867|Kenneth H. Blanchard/Jesse Stoner|10/1/2004
Thomas Nelson|42869|Kenneth H. Blanchard|3/11/2003
Black Swan|42876|Bill Bryson|8/6/2001
Bantam Doubleday Dell Publishing Group|42878|Bill Bryson|5/4/1998
Little  Brown Book Group|42880|Bill  Bryson/Kathryn Lamb|5/1/2001
Broadway Books|42882|Bill Bryson|9/25/2007
Doubleday|42883|Bill Bryson|10/5/2000
Payot|42885|Bill Bryson/David B. Ellis|4/15/2003
BBC Physical Audio|42891|Bill Bryson|2/2/2004
Rba Libros|42895|Bill Bryson/José Manuel Álvarez|4/30/2006
Onyx|42898|J.R. Ward|3/6/2007
Penguin Group (USA)|42899|J.R. Ward|9/6/2005
Signet|42900|J.R. Ward|9/5/2006
St. Martin's Griffin|42909|James Herriot|11/1/2004
Cliffs Notes|42915|Susan Van Kirk/CliffsNotes/Erich Maria Remarque|12/20/2000
Fawcett Crest|42916|Erich Maria Remarque|3/12/1987
HarperTorch|42924|Kathleen Eschenburg|10/30/2001
Hachette Children's|42926|Kate Pennington|10/19/2006
Dell|42929|James Clavell|4/3/1994
Morrow|42932|James Clavell|12/2/1999
Dell|42933|James Clavell|9/1/2009
Hodder & Stoughton|42934|James Clavell|7/1/1999
Dial Press Trade Paperback|42953|James A. Michener|11/12/2002
Fawcett Books|42955|James A. Michener|10/12/1986
Fawcett|42956|James A. Michener|9/12/1983
Fawcett|42959|James A. Michener|9/12/1985
Dial Press|42960|James A. Michener|12/13/2005
Back Bay Books|42986|Herman Wouk|2/5/2002
Back Bay Books|42988|Herman Wouk|5/15/1992
Back Bay Books|42989|Herman Wouk|6/3/2002
Back Bay Books|42990|Herman Wouk|5/15/1992
Back Bay Books|42993|Herman Wouk|4/15/1992
Recorded Books|43010|Mark Haddon|12/1/2006
Sarah Crichton Books|43015|Ishmael Beah|2/13/2007
Dalkey Archive Press|43017|Ishmael Reed|5/1/2000
NAL|43027|Ayn Rand|12/28/2004
St. Martin's Paperbacks|43028|Michael Koryta|1/2/2007
Scholastic Paperbacks|43035|Jack London|1/1/2001
Oxford University Press  USA|43037|Jack London|8/20/1998
Sterling|43039|Kathleen Olmstead/Jack London/Dan Andreasen/Arthur Pober|3/28/2006
Signet Classics|43044|Jack London/Ben Bova|5/4/2004
Avon|43045|Bartholomew Gill|10/1/1997
Random House Value Publishing|43046|Jack London|10/2/1993
Alan Rodgers Books|43049|Jack London|6/1/2005
HarperPaperbacks|43051|Patrick Robinson|3/3/1999
HarperTorch|43058|Patrick Robinson|6/29/2004
HarperTorch|43059|Patrick Robinson/Sandler/David McCallum|3/1/2000
It Books|43060|Patrick Robinson|4/27/2004
HarperTorch|43061|Patrick Robinson|5/1/2001
Albin Michel|43063|Patrick Robinson|3/1/2000
Bantam|43068|Daniel Topolski/Patrick Robinson|2/23/1990
Holiday House|43072|David A. Adler/Karen Ritz|1/1/1993
Penguin Workshop|43073|Ann Abramson/Nancy Harrison|1/18/2007
Algonquin Books|43074|Bob Tarte|10/1/2004
Fawcett|43076|Leonore Fleischer|3/12/1982
St. Martin's Griffin|43081|Rusty Young/Thomas McFadden|5/1/2004
Pan MacMillan|43082|Rusty Young|7/1/2004
Cambridge University Press|43084|Eric Hobsbawm|10/30/1992
New Press|43087|Eric Hobsbawm|5/16/2005
The New Press|43089|Eric Hobsbawm/Chris Wrigley|9/1/1999
Verso|43098|Karl Marx/Friedrich Engels/Eric Hobsbawm|5/1/1998
New Press|43101|Eric Hobsbawm/Allan Cameron/Antonio Polito|5/1/2001
Abacus|43106|Eric Hobsbawm|11/12/1995
Rutgers University Press|43110|Eric Hobsbawm|4/1/1990
Harcourt|43128|Lauren Stringer|10/1/2006
Barron's Educational Series|43129|Núria Roca/Rosa María Curto|6/30/2004
First Avenue Editions (Tm)|43130|Linda Glaser/Glaser Linda/Susan Swan|9/1/2002
University Press of Florida|43132|Toni Bentley|11/10/2003
Penguin Classics|43150|Friedrich Nietzsche/Michael Tanner|1/25/1990
Focal Press|43166|Russell Evans|11/1/2005
Harper Design|43171|Eleanor Dwight|10/22/2002
Penguin Putnam|43175|Diana Vreeland/Irving Penn|5/26/1978
Oxford University Press  USA|43177|James T. Patterson|12/12/2002
Penguin Classics|43180|William Shakespeare/Stephen Orgel/A.R. Braunmuller/Claire McEachern|9/1/1999
Verso|43219|Ernesto Laclau/Chantal Mouffe|5/17/2001
Verso|43220|Ernesto Laclau|7/17/2005
Verso|43221|Judith Butler/Ernesto Laclau/Slavoj Žižek|7/17/2000
Oxford University Press  USA|43228|Terry Eagleton|5/1/2007
Wiley-Blackwell|43229|Terry Eagleton|9/27/2002
Wiley-Blackwell|43230|Terry Eagleton|8/6/2004
O'Reilly Media|43236|Paul DuBois|12/4/2006
O'Reilly Media|43244|Jeremy D. Zawodny/Derek J. Balling|4/18/2004
Transworld Publishers Ltd|43255|Betty Mahmoody|7/5/2004
Vintage|43268|Virginia Lee Barnes|8/29/1995
HarperCollins|43269|Thomas Kinkade/Erika Tamar|3/14/2006
HarperCollins|43271|Thomas Kinkade/Erika Tamar|10/18/2005
William Morrow Paperbacks|43273|Barbara Coloroso|8/20/2002
William Morrow Paperbacks|43278|Carol Lloyd|8/2/1997
That Patchwork Place|43282|Mimi Dietrich|6/4/2013
Sidran Press|43283|Rebecca Coffey|4/1/2005
Harlequin Readers' Choice|43287|Betty Neels|9/24/2001
Anchor Books|43313|John Ehle|9/22/1997
Random House Books for Young Readers|43317|Joseph Bruchac/Diana Magnuson|9/21/1999
HarperCollins Publishers|43324|Sidney Sheldon|7/1/2005
Grand Central|43325|Sidney Sheldon|9/1/1995
HarperCollins Publishers|43328|Sidney Sheldon|8/3/1999
Pocket Books|43331|Mary Higgins Clark/Carol Higgins Clark|11/1/2002
Pocket Books|43332|Mary Higgins Clark|2/1/2003
Pocket Books|43334|Mary Higgins Clark|2/2/2004
Pocket Books|43335|Mary Higgins Clark|10/1/1999
Simon and Schuster|43338|Mary Higgins Clark/Angela Zeman/Noreen Ayres/Sally Cabot Gunning/Joseph Hansen/Sarah Shankman/Nancy Pickard/Eleanor Taylor Bland/Brendan DuBois/Edward D. Hoch/Loren D. Estleman|2/1/2000
Pocket Books|43339|Mary Higgins Clark|7/1/2005
Pocket Books|43340|Mary Higgins Clark|4/1/2004
Pocket Books|43342|Mary Higgins Clark|4/1/1999
Simon & Schuster Audio|43343|Mary Higgins Clark/Jan Maxwell|12/1/1999
Doubleday|43344|Mary Higgins Clark/Carol Higgins Clark|1/1/2004
Simon & Schuster|43348|Mary Higgins Clark|11/19/2002
Pocket Books|43352|Mary Higgins Clark|5/1/1994
Pocket Books|43360|Mary Higgins Clark|6/1/2003
W. W. Norton  Company|43361|Edmund S. Morgan|9/17/1989
Yale University Press|43363|Edmund S. Morgan|8/11/2003
W. W. Norton  Company|43365|Edmund S. Morgan|10/17/2003
Pearson|43368|Edmund S. Morgan|10/1/2006
Atlas Books/HarperCollins Publishers|43370|Christopher Hitchens|5/31/2005
Verso|43371|Christopher Hitchens|7/17/2000
Verso|43372|Christopher Hitchens|4/17/1997
Verso|43375|Christopher Hitchens|1/1/2002
Verso|43376|Christopher Hitchens|9/17/1994
Verso|43377|Christopher Hitchens|6/17/2002
Plume|43378|Christopher Hitchens|6/3/2003
Verso|43380|Edward W. Said/Christopher Hitchens|9/17/2001
Verso|43384|Christopher Hitchens|3/17/2001
Lone Oak Press|43390|Eugene J. McCarthy/Christopher Hitchens|9/23/2000
Penguin Classics|43394|George Orwell/Christopher Hitchens|5/3/2001
Hill & Wang Publ. (NY)|43399|Christopher Hitchens|11/1/1988
NYRB Classics|43401|Jessica Mitford/Christopher Hitchens|9/30/2004
Kiepenheuer & Witsch|43407|Jonathan Safran Foer/Dirk van Gunsteren|2/20/2003
Ballantine Books|43409|Amanda Eyre Ward|8/30/2005
North Atlantic Books|43416|Theodore Sturgeon/Paul Williams/Kurt Vonnegut Jr.|9/5/2002
McSweeney's|43419|Scott Turow/Lola Vollen/Dave Eggers|11/4/2005
McSweeney's|43423|Dave Eggers|9/27/2004
Hamish hamilton|43424|Dave Eggers|8/25/2005
J'ai lu|43426|Dave Eggers/Michelle Herpe-Volinsky|4/10/2003
NYRB Classics|43432|Edward Lewis Wallant/Dave Eggers|11/30/2003
McSweeney's|43433|Dave Eggers|12/8/2005
McSweeney's|43437|Dave Eggers/T. Coraghessan Boyle/Adam Golaski/Sean Casey/Brendan Connell|4/10/2006
McSweeney's|43438|Dave Eggers/A.G. Pasquella/Brent Hoff/Stephen Elliott/Daphne Beal/Denis Johnson/Tom Bissell/Sean Warren/Samantha Hunt/Robert Olmstead/T. Coraghessan Boyle/David Means/Doug Dorst/Joyce Carol Oates/McSweeney's Publishing|7/1/2003
Penguin Books|43440|Donald Barthelme|4/7/2005
Modern Library|43441|Mark Twain/Dave Eggers|10/14/2003
DeBolsillo|43451|V.C. Andrews/Jesús Pardo|8/30/2005
Pocket Books|43454|V.C. Andrews|10/5/2004
Pocket Books|43455|V.C. Andrews|12/1/2002
Pocket Star|43456|V.C. Andrews|2/27/2007
Pocket Books|43457|V.C. Andrews|9/1/2001
Pocket Books|43459|V.C. Andrews|7/31/2001
Pocket Books|43460|V.C. Andrews|1/1/2003
Wheeler Publishing|43461|V.C. Andrews|12/1/1994
Greenwillow Books|43475|Lynne Rae Perkins|8/30/2005
Melodrama Publishing|43476|Crystal Lacey Winslow|8/1/2004
Pocket Books|43484|V.C. Andrews|10/2/2001
Pocket Books|43486|V.C. Andrews|1/27/1999
Plaza y Janes|43487|V.C. Andrews/Elisa Cerdan|1/22/2002
Pocket Star|43488|V.C. Andrews|3/1/2003
Pocket Books|43489|V.C. Andrews|3/1/1998
Pocket Books|43490|V.C. Andrews|11/1/1998
Gallery Books|43491|V.C. Andrews|3/15/2005
Goldmann|43499|V.C. Andrews/Susanne Althoetmar-Smarczyk|3/1/2002
Goldmann|43503|V.C. Andrews/Michael Görden|9/1/2002
Bloomsbury USA Childrens|43504|J.K. Rowling|7/1/2010
Bloomsbury|43509|J.K. Rowling|7/8/2000
Simon & Schuster|43526|Melissa de la Cruz|5/23/2006
Simon & Schuster|43527|Melissa de la Cruz|5/8/2007
Simon & Schuster Books for Young Readers|43529|Melissa de la Cruz|5/31/2005
McGraw-Hill|43536|John Wooden/Steve Jamison|4/22/1997
Barnes  Noble Classics|43544|Robert Louis Stevenson/Jenny Davidson|10/1/2003
Ace|43545|T.H. White|6/15/1987
Mariner Books|43547|Michelle Tea|2/5/2007
Penguin UK|43548|Lyn Macdonald|9/7/1993
Vertigo|43554|Harvey Pekar/Dean Haspiel|9/6/2006
Houghton Mifflin|43555|Harvey Pekar/Anne Elizabeth Moore/Esther Pearl Watson/Lilli Carré/Robert Crumb/Chris Ware/Kim Deitch/Jaime Hernández/Alison Bechdel/Joe Sacco/Lynda Barry/Justin Hall/Joel Priddy/Anders Nilsen/David Lasky/Ben Katchor/Rebecca Dart/Ivan Brunetti/Jonathan   Bennett/John Porcellino/David Heatley/Lloyd Dangle/Hob/Gilbert Shelton/Olivia Schanzer/Alex Robinson/Jessica Abel/Seth Tobocman/Rick Geary/Tom Hart/Kurt Wolfgang/Jesse Reklaw|10/1/2006
