hr_name|hr_bookID
Joseph Wambaugh|21493
Joseph Wambaugh|21494
Joseph Wambaugh|21495
Joseph Wambaugh|21498
Joseph Wambaugh|21505
Joseph Wambaugh|21508
Stephen J. Cannell/Paul Michael/Michael Prichard|21527
Stephen J. Cannell/Scott Brick|21530
Michael Connelly/Dick Hill|21534
Michael Connelly/Dick Hill|21535
Michael Connelly/Dick Hill|21536
Michael Connelly/Len Cariou|21538
Michael Connelly/Len Cariou|21539
Michael Connelly/Buck Schirner|21543
Michael Connelly/Dick Hill|21544
Michael Connelly/Otto Penzler|21545
Robert B. Parker/Joe Mantegna|21550
Robert B. Parker/Joe Mantegna|21552
Robert B. Parker/Joe Mantegna|21553
Robert B. Parker/Joe Mantegna|21557
Robert B. Parker/Burt Reynolds|21581
Joe Haldeman|21608
Joe Haldeman/Connie Willis|21609
Joe Haldeman|21611
Joe Haldeman|21613
Joe Haldeman|21615
Joe Haldeman|21618
Joe Haldeman|21621
Joe Haldeman/William Nabors/Harry Harrison/Damon Knight/Harlan Ellison/Ben Bova/Poul Anderson/Isaac Asimov/Mack Reynolds/Alec Effinger|21624
Constance Ash/Nina Kiriki Hoffman/Patricia A. McKillip/Walter Jon Williams/Debra Doyle/James D. Macdonald/Kara Dalkey/Michael Armstrong/Richard Parks/Sage Walker/Susan Palwick/William F. Wu/Jack McDevitt/Janni Lee Simner/Robert Silverberg|21626
Joe Haldeman|21629
Hidenori Hara/Hitori Nakano|21638
Nelson DeMille/Otto Penzler|21665
Dennis Lehane|21671
Dennis Lehane|21673
Dennis Lehane|21682
Dennis Lehane|21683
Dennis Lehane|21685
Dennis Lehane|21686
James Ellroy/Otto Penzler/John Biguenet/Michael Connelly/Thomas H. Cook/Sean Doolittle/Brendan DuBois/David Edgerley Gates/Joe Gores/James Grady/Clark Howard/Stuart M. Kaminsky/Joe R. Lansdale/Michael Malone/Annette Meyers/Joyce Carol Oates/Robert B. Parker/F.X. Toole/Daniel Waterman/Scott Wolven/Fred Melton|21703
James Ellroy|21704
Donald H. Wolfe|21705
William T. Rasmussen|21710
Mary  Pacios|21712
Karin Slaughter|21717
Karin Slaughter|21718
Karin Slaughter|21719
Karin Slaughter|21720
Karin Slaughter|21721
Karin Slaughter|21722
Karin Slaughter/Peter Robinson/John Connolly/Denise Mina/Mark Billingham|21723
Karin Slaughter/Denise Mina/John Harvey/Kelley Armstrong/John Connolly/Emma Donoghue/Jane Haddam/Laura Lippman/Peter Robinson/Fidelis Morgan/Peter Moore Smith/Lynda La Plante/Jerrilyn Farmer/Lee Child/Mark Billingham|21725
Lee Child/Dick Hill|21735
Lee Child/Hayward Morse/Garrick Hagon|21739
Lee Child/Dick Hill|21742
Lee Child/Dick Hill|21743
Lee Child/Dick Hill|21745
Lee Child/Dick Hill|21746
Lee Child/Dick Hill|21747
Lee Child|21749
Lee Child|21751
Lee Child/Hayward Morse|21752
Lee Child|21753
Lee Child/Dick Hill|21756
Lee Child/Dick Hill|21758
Lee Child/Dick Hill|21759
Lee Child/Dick Hill|21763
Lee Child/Dick Hill|21764
Edward Steers Jr.|21765
George Grant|21766
James Ellroy|21767
Morag McKendrick Pippin|21768
Morag McKendrick Pippin|21773
William Goldman|21776
William Goldman|21779
William Goldman|21782
William Goldman|21783
William Goldman|21784
William Goldman|21787
William Goldman/P. Gethers|21799
William Goldman|21803
William Goldman|21806
William Goldman/Mike Lupica|21819
William Goldman|21823
David Morrell|21829
David Morrell|21830
David Morrell|21832
David Morrell|21836
David Morrell|21837
David Morrell|21838
David Morrell|21841
David Morrell|21845
David Morrell|21848
David Morrell|21862
Bernard Cornwell/Jamie Glover|21874
Bernard Cornwell/Tom Sellwood|21895
Bernard Cornwell/Jamie Glover|21906
Stephen Hunter/Beau Bridges|21928
Stephen Hunter/Beau Bridges|21930
Stephen Hunter/Philip Bosco|21931
Stephen Hunter/Jay O. Sanders|21932
Stephen Hunter/Beau Bridges|21933
Stephen Hunter/Will Patten|21934
Reinaldo Arenas|21947
Douglas Preston/Lincoln Child/Scott Brick|21969
Douglas Preston/Lincoln Child|21972
Douglas Preston/Lincoln Child|21974
Douglas Preston/Scott Sowers|21980
E.L. Doctorow/Sam Waterston|21991
Erik Larson/Tony Goldwyn|21996
Mark      Stevens/Carol Bloom Stevens|22017
Mario Puzo|22026
Mario Puzo|22027
Mario Puzo|22028
Mario Puzo|22035
Mario Puzo/Peter Bart/Robert Thompson|22036
Mario Puzo|22037
Max Allan Collins/José Luis García-López/Steve Lieber/Josef Rubinstein/Rob Leigh/Bob Lappan|22060
Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/José Luis García-López/Bob Lappan|22061
Max Allan Collins/Mike Flaherty|22063
Max Allan Collins|22065
Max Allan Collins|22067
Max Allan Collins|22068
Max Allan Collins/Terry Beatty|22070
Max Allan Collins|22072
Stephen King|22076
Michael Crichton/Chris Noth/Anthony Heald|22077
Michael Crichton|22082
John Lange|22095
Michael Crichton|22114
Eamon Duffy|22120
Rajiv Chandrasekaran|22121
Stephen Leeb/Glen C. Strathy|22123
Laurie Garrett/Steven M. Wolinsky|22126
Peter D. Schiff/John Downes|22127
James Wesley|22128
Edward W. Said/إدوارد سعيد|22133
Edward W. Said|22135
Chris Anderson/Federico Villegas Silva Lezama|22141
Jakob Nielsen/Hoa Loranger|22146
Jakob Nielsen/Marie Tahir|22148
Yvon Chouinard|22155
Agatha Christie/Hugh Fraser|22160
Richard   Preston|22163
Richard   Preston/George Henry Jennings|22166
Gabriel García Márquez|22175
Gabriel García Márquez|22176
Cecily von Ziegesar|22186
Cecily von Ziegesar|22188
Cecily von Ziegesar|22192
Cecily von Ziegesar|22193
Jess Walter|22195
Charles Seife|22196
Lynnette Khalfani|22197
Nick Cook|22198
Jeff Long|22199
William Gibson|22200
Karen Traviss|22201
Andy McNab|22202
Sarah Dessen|22205
Heather O'Neill|22207
Minfong Ho/Holly Meade|22208
Robert Crais|22209
SparkNotes/Homer|22219
Homer|22221
Diana Palmer|22225
Jane Porter|22226
Susan   Mallery|22227
Christina Dodd|22229
Jerry Spinelli|22230
Jerry Spinelli|22233
Mary B. Collins|22235
Gordon Korman|22237
Gordon Korman|22238
Albert Demeo/Mary Jane Ross|22239
Lewis Perdue|22242
Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann|22265
Nicholas Christopher|22268
Arthur Golden|22277
Arthur Golden|22278
Chuck Palahniuk|22283
Chuck Palahniuk|22284
Chuck Palahniuk|22285
Monica Drake/Chuck Palahniuk|22286
Chuck Palahniuk|22287
Chuck Palahniuk|22288
Chuck Palahniuk|22289
Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman|22292
Chuck Palahniuk|22293
Chuck Palahniuk|22296
Chuck Palahniuk/Freddy Michalski|22297
Chuck Palahniuk/Javier Calvo|22298
Chuck Palahniuk/Javier Calvo|22302
Douglas Coupland|22304
Douglas Coupland|22306
Douglas Coupland|22307
Douglas Coupland|22311
Douglas Coupland|22312
William Gibson|22321
William Gibson|22322
William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor|22323
William Gibson|22325
William Gibson|22326
Eileen Gunn/Howard Waldrop/William Gibson|22331
Dani Cavallaro|22332
Neil Gaiman|22337
Neil Gaiman/Dave McKean|22338
Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes|22339
Neil Gaiman/Michael Zulli|22344
Grant Morrison/Frank Quitely|22345
Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan|22347
Grant Morrison/Jon J. Muth|22348
Grant Morrison/Duncan Fegredo|22350
Grant Morrison/Frank Quitely|22351
Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart|22354
Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg|22355
Grant Morrison/Chris Weston/Gary Erskine|22356
Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna|22360
Grant Morrison/Howard Porter/John Dell|22362
Grant Morrison/Klaus Janson|22363
Grant Morrison/Frank Quitely|22364
Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez|22365
Robert  Mayer/Grant Morrison|22366
Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo|22373
Grant Morrison/Dave McKean|22374
Grant Morrison/Frank Quitely/Rafael De la Iglesia|22380
Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes|22390
Grant Morrison/Marc Silvestri|22392
Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell|22394
Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington|22398
Pete Hautman|22399
Grant Morrison/Phil Jimenez/John Stokes|22401
Grant Morrison/Chris Weston/Ivan Reis|22406
Ivan T. Sanderson/David Hatcher Childress|22408
Grant Morrison/Phil Jimenez/John Stokes|22409
Russell Roberts/Russ Roberts|22414
Warren Ellis/Darick Robertson|22417
Warren Ellis/Darick Robertson/Rodney Ramos|22418
Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart|22420
Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin|22421
Warren Ellis/Darick Robertson/Rodney Ramos|22423
Warren Ellis/Darick Robertson/Rodney Ramos|22424
Warren Ellis/Darick Robertson/Rodney Ramos|22425
Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky|22426
Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing|22431
Brian Greene|22434
Albert Einstein/Brian Greene|22436
Brian Greene|22438
Preston Peet|22443
Preston Peet|22445
Russ Kick|22448
Charles Darwin/Philip Appleman|22459
Albert Jack/Ann Page|22460
Charles Darwin/Julian Huxley|22461
Charles Darwin|22463
Elaine Pagels|22470
Jean-Jacques Rousseau|22472
Donald Kagan|22473
Hannah Arendt|22474
Julian Jaynes|22478
Casey Loe/Laura Parkinson|22482
Barrington Moore Jr./James C. Scott/Edward Friedman|22483
Carl Zimmer|22485
Daron Acemoğlu/James A. Robinson|22486
Yosef A.A. Ben-Jochannan|22489
Aldon D. Morris|22493
F.F. Bruce/Philip W. Comfort/Carl F.H. Henry/J.I. Packer|22495
Don  Lee|22499
Colin McGinn|22508
Michael Baur/Steven Baur/James S. Spiegel|22514
Steve Turner|22515
Douglas Coupland|22538
Joe Meno|22539
Neil deGrasse Tyson/Stephen Tyson|22541
Neil deGrasse Tyson|22542
Neil deGrasse Tyson|22543
Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik|22547
Stephen King|22549
Stephen King|22550
Yu Aida/Hiroshi Aida|22553
Ed Dorn|22554
Thomas Harlan|22557
Antony Johnston/Christopher Mitten|22559
Jennifer Hendricks/Gordon Hendricks|22562
Watchman Nee|22575
Robert Ferrigno|22576
Philip K. Dick|22580
Philip K. Dick/James Tiptree Jr.|22583
Philip K. Dick|22584
Philip K. Dick|22586
Philip K. Dick/David Alabort/Manuel Espín|22590
Philip K. Dick/John Brunner|22591
Philip K. Dick|22595
Ali Vali|22602
Jean Baudrillard/James Benedict|22616
Jean Baudrillard/Chris     Turner|22618
Chris Horrocks/Zoran Jevtić|22620
Jean-Paul Sartre|22623
Jean-Paul Sartre/James  Wood/Robert Baldick|22624
T.Z. Lavine|22626
Plato/G.M.A. Grube/John M. Cooper|22632
Jane Robins|22633
Jane Green|22649
Jane Green|22656
Elizabeth Berg|22669
Albert Ellis|22677
Joseph J. Ellis|22680
David Ellis|22681
Jane Green|22686
Shannon Drake|22687
Brenda Novak|22690
Ann  O'Leary|22691
Deborah Woodworth|22697
Rumiko Takahashi|22715
Marian Keyes|22718
Marian Keyes|22724
Marian Keyes|22725
Marian Keyes|22726
Marian Keyes|22727
Marian Keyes|22733
Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly|22736
Marian Keyes|22739
Marian Keyes/Roxane Azimi|22741
Marian Keyes|22743
Marian Keyes|22745
Elizabeth Berg|22763
Wendy Markham|22774
Rumiko Takahashi|22784
Rumiko Takahashi|22786
Rumiko Takahashi|22789
Rumiko Takahashi|22799
Rumiko Takahashi|22801
Rumiko Takahashi|22802
Rumiko Takahashi|22803
Rumiko Takahashi|22804
Rumiko Takahashi|22805
Rumiko Takahashi|22807
Rumiko Takahashi|22816
Rumiko Takahashi|22817
Rumiko Takahashi|22820
Rumiko Takahashi|22821
Rumiko Takahashi|22822
Rumiko Takahashi|22826
Rumiko Takahashi|22831
Rumiko Takahashi|22832
Rumiko Takahashi|22834
Rumiko Takahashi|22835
Ai Morinaga|22861
Stephen R. Donaldson|22867
Stephen R. Donaldson|22868
Stephen R. Donaldson|22871
Stephen R. Donaldson|22874
Stephen R. Donaldson|22875
Stephen R. Donaldson|22877
Yasuhiro Kano|22883
Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker|22885
Candace Schuler|22888
Alice Hoffman|22889
Alice Hoffman|22892
Alice Hoffman|22893
Alice Hoffman|22896
Alice Hoffman|22898
Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins|22904
Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow|22911
Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici|22912
Gilles Deleuze/Félix Guattari/Franz Kafka|22913
Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham|22914
Jacob Grimm/Wilhelm Grimm|22915
Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle|22916
Emma Holly|22931
Kaoru Mori/森 薫|22932
Jo Clayton/Kevin Andrew Murphy|22944
Jo Clayton|22945
Jo Clayton|22947
Jo Clayton|22948
Jo Clayton|22950
Jo Clayton/Jo Clayton|22951
Lidia Matticchio Bastianich/David Nussbaum/Christopher Hirsheimer|22966
Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer|22967
Lidia Matticchio Bastianich/Jay Jacobs|22969
Federico García Lorca/W.S. Merwin/Langston Hughes|22991
Federico García Lorca/Christopher Maurer|22994
Richard Powers|23000
Richard Powers|23001
Richard Powers|23002
Alister E. McGrath|23003
Richard Powers|23007
Alister E. McGrath|23009
Richard Powers|23010
Alister E. McGrath|23011
Richard Powers|23013
Richard E. Neustadt|23017
Patrick McGrath|23022
Patrick McGrath|23023
Michael D. Oates/Larbi Oukada|23032
Martin Amis|23036
Martin Amis|23037
Martin Amis|23042
Hanif Kureishi|23045
Hanif Kureishi|23046
Roland Barthes/Stephen Heath|23056
Roland Barthes/Richard Howard|23057
Roland Barthes/Matthew    Ward/Richard Howard|23060
Roland Barthes/Richard Howard|23061
Roland Barthes/Richard Miller|23063
Umberto Eco/William Weaver|23065
Umberto Eco/William Weaver|23066
Umberto Eco/Jean-Noël Schifano|23080
Manuel Rivas|23114
Jeremy Rifkin/Ralph Fowler|23158
Pablo Neruda/William O'Daly|23183
Margery Facklam/Sylvia Long/Liliana Valenzuela|23186
David James Duncan|23194
Elizabeth Gilbert|23201
Elizabeth Gilbert|23202
Elizabeth Gilbert|23203
Elizabeth Gilbert|23204
Caroline Sharp/Elizabeth Gilbert|23206
Meg Cabot|23217
Meg Cabot|23218
Meg Cabot|23219
Meg Cabot|23220
Meg Cabot|23221
Meg Cabot|23222
Meg Cabot|23224
Meg Cabot|23226
David Levithan|23227
David Levithan|23228
David Levithan/Patricia McCormick/Matthue Roth/Kevin Waltman/Samantha Schutz/Coe Booth/Eddie de Oliveira/Tanuja Desai Hidier/Kevin Brooks/Chris Wooding/Markus Zusak/Brian James/Kristen Kemp/Eireann Corrigan/Christopher Krovatin/Billy Merrell|23229
David Levithan|23232
David Levithan|23233
David Levithan|23235
Julie Kenner|23236
Julie Kenner|23237
Julie Kenner|23238
Julie Kenner|23239
Julie Kenner|23240
Julie Kenner|23242
Julie Kenner|23243
Julie Kenner|23244
Sean Stewart|23249
Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle|23257
Bryan Magee/Isaiah Berlin/Charles Taylor/Herbert Marcuse/William Barrett/Anthony Quinton/A.J. Ayer/Bernard Williams/R. M. Hare/Willard Van Orman Quine/John Rogers Searle/Noam Chomsky/Hilary Putnam/Ronald Dworkin/Iris Murdoch/Ernest Gellner|23260
Bryan Magee|23261
Lynn Keller/Lynn Keller|23265
Ross Garnaut|23276
James Joyce/Margot Norris/Hans Walter Gabler/Walter Hettche|23290
James Joyce/Robert Scholes/A. Walton Litz|23292
James Joyce/Frank McCourt/Donal Donnelly/Ciaran Hinds/Colm Meaney/Malachy McCourt|23293
Adam  Sexton/G. Tubach|23297
Pierdomenico Baccalario/Iacopo Bruno/Laura Zuccotti/Leah D. Janeczko/Beth Dunfey|23300
Michael Korda|23303
Josiah Bunting/Arthur M. Schlesinger Jr.|23307
Weldon Thornton|23310
Ernle Bradford|23314
Bruce Arnold|23315
Tony Hawks|23316
David R. Hawkins|23318
David R. Hawkins|23319
David R. Hawkins|23322
Chris Kubica/Chris Kubica|23331
Harold Bloom|23336
William Golding|23352
Karen Katz|23377
Karen Katz|23378
Alan Dean Foster|23391
Alan Dean Foster|23392
Alan Dean Foster|23393
Alan Dean Foster|23398
Kate Klise/M. Sarah Klise|23404
Pimsleur Language Programs|23410
Alain de Botton|23418
Alain de Botton|23419
Alain de Botton|23420
Alain de Botton|23421
Alain de Botton|23423
Alain de Botton|23425
Alain de Botton|23426
James   McBride|23438
James   McBride|23439
Margaret Weis/Tracy Hickman|23453
Margaret Weis/Tracy Hickman|23454
Elizabeth A. Lynn|23460
Elizabeth A. Lynn|23461
Anna Deavere Smith|23468
Jessica Porter/Michio Kushi|23475
Sandra Cisneros/Elena Poniatowska|23479
Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris|23491
Jack Kerouac/Ann  Douglas|23492
Katharine McMahon|23503
Hiromu Arakawa/Akira Watanabe/Eric Searleman|23504
Hiromu Arakawa/Akira Watanabe|23506
Eric Chaisson/Steve McMillan|23512
Stephen P. Maran|23515
Dinah L. Moché|23516
Eric Chaisson/Steve McMillan|23517
Philip Plait|23518
Richard Buxton|23520
Edith Hamilton|23521
Edith Hamilton/Steele Savage|23522
Alex Ross/Geoff Spear/Chip Kidd|23524
John Lindow|23525
William F. Russell|23526
Peter M. Robinson|23533
Hannah Hurnard|23545
Jon   Stewart/Scott C. Jacobson|23547
William J. Bennett/Michael Hague|23548
Walter Dean Myers|23549
Todd Davis/Marc Frey|23552
Roger Ebert/David Bordwell|23558
Roger Ebert/Ray Ebert|23563
Roger Ebert/Daniel Curley/Jack Lane|23573
Al Franken|23576
Al Franken|23577
Jacob Weisberg/Al Franken|23581
Al Franken|23582
Al Franken/Melody Beattie/Stuart Smalley|23584
Wayne G. Hammond/Christina Scull/J.R.R. Tolkien|23588
Christina Scull/Wayne G. Hammond|23589
J.R.R. Tolkien/Christopher Tolkien/Alan  Lee|23591
Douglas A. Anderson/Frank R. Stockton/Ludwig Tieck/Richard Garnett/H. Rider Haggard/Andrew Lang/William Hope Hodgson/E.A. Wyke-Smith/David  Lindsay/Clemence Housman/George MacDonald/Arthur Machen/A. Merritt/L. Frank Baum/Kenneth Morris/William Morris/James Branch Cabell/Lord Dunsany/Francis Stevens/E.H. Knatchbull-Hugessen/E. Nesbit|23596
Christina Scull/Wayne G. Hammond|23598
J.R.R. Tolkien/Christopher Tolkien|23600
Wayne G. Hammond/Wayne G. Hammond|23601
J.R.R. Tolkien|23603
Joseph Pearce|23608
J.R.R. Tolkien/Christina Scull/Wayne G. Hammond|23617
J.R.R. Tolkien/Christopher Tolkien|23625
J.R.R. Tolkien/Christopher Tolkien|23627
Jane Chance/Alfred Siewers|23637
Rose A. Zimbardo/Neil D. Isaacs|23640
J.R.R. Tolkien/Francis Ledoux|23643
J.R.R. Tolkien/Alan  Lee|23653
Rumiko Takahashi|23685
Rumiko Takahashi|23686
Rumiko Takahashi|23689
Rumiko Takahashi|23692
Rumiko Takahashi|23693
Rumiko Takahashi|23697
Lisa Carey|23700
Rumiko Takahashi|23703
Rumiko Takahashi|23704
Rumiko Takahashi|23706
Rumiko Takahashi|23707
Rumiko Takahashi|23708
Rumiko Takahashi|23709
Rumiko Takahashi|23710
Rumiko Takahashi|23717
Hayao Miyazaki/David Lewis/Toren Smith/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers|23720
Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers|23721
Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers|23722
Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers|23724
Hayao Miyazaki|23734
Hayao Miyazaki|23740
Robert Graves|23751
Neil Gaiman/Mike Dringenberg/Chris Bachalo/Michael Zulli/Kelly Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Parkhouse/Daniel Vozzo/Lee Loughridge/Steve Oliff/Todd Klein/Dave McKean/Sam Kieth|23753
Neil Gaiman/Sam Kieth/Mike Dringenberg/Malcolm Jones III/Todd Klein/Karen  Berger|23754
William L. Shirer/Gordon A. Craig|23756
William L. Shirer/John Keegan/Inga Shirer Dean|23757
William L. Shirer|23758
William L. Shirer|23763
Emily Giffin|23774
Elaine Barbieri/Constance O'Banyon/Evelyn Rogers/Bobbi Smith|23777
Anton Chekhov/Ann Dunnigan/Rosamund Bartlett/Robert Brustein|23784
Anton Chekhov/Laurence Senelick|23785
Anton Chekhov/Laurence Senelick|23788
Anton Chekhov/Ralph E. Matlaw|23790
Anton Chekhov/David Plante/Constance Garnett|23791
David G. Hartwell/Clive Barker/Ray Bradbury/John Collier/Shirley Jackson/Stephen King/Joyce Carol Oates|23793
David G. Hartwell/Robert Aickman/Charlotte Perkins Gilman/William Faulkner/Robert Smythe Hichens/Richard Matheson/Joanna Russ/Dennis Etchison/D.H. Lawrence/Tanith Lee/Flannery O'Connor/Ramsey Campbell/Thomas M. Disch/Henry James/Theodore Sturgeon/Clive Barker/Edgar Allan Poe/Stephen King/Michael  Bishop/H.P. Lovecraft/J. Sheridan Le Fanu|23796
David G. Hartwell/Fritz Leiber/Fitz-James O'Brien/Shirley Jackson/Ambrose Bierce/Edith Wharton/Algernon Blackwood/Thomas M. Disch/Robert Aickman/Philip K. Dick/Gene Wolfe/Charles Dickens/Stephen King/Joyce Carol Oates/Walter de la Mare/Ivan Turgenev/Robert W. Chambers/Oliver Onions|23797
David G. Hartwell|23799
G. Richard Shell|23801
G. Richard Shell|23802
Thomas  Harris|23809
Yvonne Tasker|23811
H. Rider Haggard|23814
Ruth Heller|23816
Laura Buller/D.K. Publishing|23818
Robert R. McCammon|23824
Tom D. Crouch|23827
Paul Glovinsky/Art Spielman|23832
Michael L. Perlis/Carla Jungquist/Michael T. Smith|23835
Peter  Van Houten/Rich McCord|23837
Douglas Clegg|23840
Douglas Clegg|23841
Douglas Clegg|23843
Douglas Clegg|23845
Douglas Clegg|23846
Douglas Clegg|23847
Douglas Clegg|23848
Douglas Clegg|23849
Mary S. Lovell|23856
Javier Cercas/Anne McLean|23859
Albert Speer|23870
Gabriel García Márquez|23875
Gabriel García Márquez|23876
Gabriel García Márquez|23877
Gabriel García Márquez/Gregory Rabassa|23878
Gabriel García Márquez|23882
Gabriel García Márquez/Edith Grossman|23884
Gabriel García Márquez|23886
Gabriel García Márquez/Gregory Rabassa|23887
Gabriel García Márquez|23894
Gabriel García Márquez|23895
Gabriel García Márquez|23900
Gabriel García Márquez/Remy Gorga Filho|23903
William Blake/Alicia Suskin Ostriker|23912
William Blake|23913
G.E. Bentley Jr.|23917
Edgar Allan Poe|23919
Edgar Allan Poe|23920
Edgar Allan Poe|23922
Edgar Allan Poe/Vincent  Price/Chandler Brossard|23925
Edgar Allan Poe|23926
Dawn B. Sova|23928
Jack Kerouac/Ann Charters|23929
William S. Burroughs|23930
William S. Burroughs|23931
William S. Burroughs/James Grauerholz|23932
William S. Burroughs|23937
William S. Burroughs/Oliver  Harris/Allen Ginsberg|23940
William S. Burroughs|23942
William S. Burroughs|23944
V. Vale/Andrea Juno/William S. Burroughs/Throbbing Gristle/Brion Gysin|23945
William S. Burroughs/Sylvère Lotringer|23946
William S. Burroughs|23948
Irvine Welsh|23950
Murray Smith|23952
Irvine Welsh/Eric Lindor Fall|23955
Irvine Welsh|23961
Irvine Welsh|23963
Irvine Welsh/Alain Defossé|23964
Irvine Welsh|23966
Louann Brizendine|23968
Nora Ephron|23975
Nora Ephron|23979
Joaquin Miller/Alan Rosenus/Malcolm Margolin|23984
Terry C. Johnston|23989
Javier Cercas|24001
Phil Town|24006
John Weld/Phil Interlandi|24010
Gabrielle Ann Euvino/Lindsay Mack|24028
Gordon Korman|24037
Gordon Korman|24040
Wendy  Mitchell/June Kim|24043
Gordon Korman|24047
Gordon Korman|24048
Gordon Korman|24050
Gordon Korman|24052
Gordon Korman|24054
Gordon Korman|24056
Gordon Korman|24058
Gordon Korman|24060
Gordon Korman|24062
Gordon Korman|24064
Gordon Korman|24065
Gordon Korman|24066
Gordon Korman|24073
Ian Fleming|24079
T.A. Barron/David Elliot|24087
Carolyn Brown|24089
Tamora Pierce|24093
Tamora Pierce|24094
Leonardo da Vinci/H. Anna Suh|24096
Doris Lessing|24100
Douglas R. Hofstadter|24115
Margot Theis Raven/Jeannie Brett|24119
Ron Roy/John Steven Gurney|24121
Bruce Coville/Dennis Nolan|24124
E.L. Konigsburg|24126
M.C. Beaton|24127
William Shakespeare/Robert     Smith/Jonathan    Morris|24136
Karen Cushman|24137
Paul Davies|24147
Megan McDonald/Peter H. Reynolds|24149
Megan McDonald/Peter H. Reynolds|24152
Megan McDonald/Peter H. Reynolds|24154
Megan McDonald/Peter H. Reynolds|24155
Megan McDonald/Peter H. Reynolds|24156
Megan McDonald/Peter H. Reynolds|24157
Marissa Moss|24172
Marissa Moss|24173
E.B. White/Garth Williams/Rosemary Wells|24178
E.B. White/Garth Williams/Rosemary Wells|24179
E.B. White/Garth Williams/Kate DiCamillo|24180
