hr_name|hr_bookID
M.M. Kaye|10221
M.M. Kaye|10222
M.M. Kaye|10224
Paul Farmer/Amartya Sen|10232
Paul Farmer|10233
Tracy Kidder|10235
Fritjof Capra|10238
Edward T. Haslam/Jim Marrs|10255
Michelle Feynman|10261
Mark S. Smith/Patrick D. Miller|10263
Joan Dayan/Colin Dayan|10269
Ted Steinberg|10270
Huston Smith|10285
Christopher Partridge|10289
Jim  Powell|10303
Larry McMurtry|10308
Amartya Sen|10310
Amartya Sen|10311
Karen Rizzo|10324
Julie Andrews Edwards/Emma Walton Hamilton/Tony Walton/Ruby Randig|10329
Julie Andrews Edwards/Johanna Westerman|10332
Giles Andreae/Guy Parker-Rees/Hugh Laurie|10340
Marina Belozerskaya|10346
David A. Ufer/Kirsten Carlson|10347
Wilson Rawls/Rafe Martin/Borden Deal/Kemp P. Battle/Robert Bethke/Harold Courlander/Maya Angelou/Nicholasa Mohr/Dick Perry/John R. Erickson|10370
Wilson Rawls|10372
Barack Obama|10382
Marc Platt|10403
Andrew    Hunt|10404
Andrew Cartmel|10405
Greg Behrendt/Liz Tuccillo|10412
Michaela Muntean/Pascal Lemaître|10414
Beth Hensperger/Julie Kaufmann|10416
Martine Agassi/Marieka Heinlen|10417
Sarah Susanka/Kira Obolensky|10420
Rachel Lichtenstein/Iain Sinclair|10421
Fiona McAuslan/Matthew  Norman|10427
Richard Gott|10429
Nancy Osa|10431
Stephen Coonts|10433
Kim Edwards|10441
John Updike|10445
Noel Streatfeild|10456
Noel Streatfeild|10460
Jack Kerouac/Joyce Johnson|10461
Paul Pitchford|10464
Rebecca  Wood/Paul Pitchford|10471
Jonathan Franzen|10474
Eugene Linden|10476
Umberto Eco|10490
Umberto Eco|10495
Margaret  Rose/Heather Rose Jones|10500
Umberto Eco/Geoffrey Brock|10503
Umberto Eco/Girolamo De Michele/Alastair McEwen/Agnolo di Cosimo Bronzino|10505
Umberto Eco/William Weaver/R.C.S. Libri|10507
Umberto Eco/John Radziewicz/William Weaver|10514
Umberto Eco/William Weaver|10517
Umberto Eco|10518
Umberto Eco/Hugh Bredin|10519
Umberto Eco|10525
Umberto Eco|10528
Candida Höfer/Umberto Eco|10529
Sun Tzu/Thomas Cleary/Pulat Otkan/Giray Fidan|10534
Sun Tzu/Gerald A. Michaelson|10536
Sun Tzu/Ralph D. Sawyer|10537
Bill Bryson|10539
Bill Bryson|10541
James Joyce/Declan Kiberd|10545
Pierdomenico Baccalario/Iacopo Bruno/Leah D. Janeczko|10546
Shelley Klein/Charles Dickens|10552
Alexandre Dumas/Barbara T. Cooper|10559
Alexandre Dumas/Michael Page|10561
Malvina G. Vogel/Alexandre Dumas|10562
Alexandre Dumas/Keith Wren|10563
Stephen King|10566
King Arthur Flour|10568
Frank Portman|10570
George R.R. Martin|10572
Stephen King|10574
Stephen King/Ron McLarty|10575
Stephen King|10579
Stephen King/ZBS Foundation|10581
Stephen King|10583
Stephen King/Bettina Blanch Tyroller|10585
Stephen King/John  Glover|10586
Stephen King/Ana Juan/John Cullum/Becky Ann Baker/Íñigo Jáuregui/Peter Gerety/Arliss Howard|10587
Stephen King/Campbell Scott|10593
George Beahm|10594
Brian James Freeman/Bev Vincent/Glenn Chadbourne|10597
Stephen King/John  Glover|10599
Stephen King|10603
Richard Bachman/Stephen King|10605
George Beahm|10606
Stephen King/Peter Straub|10607
Stanley Wiater/Christopher Golden/Hank Wagner|10612
Stephen King|10613
Stephen King|10614
Richard Bachman/Stephen King|10617
Stephen King/María Mir|10620
Stephen King|10622
Stephen King|10624
Stephen King/Marie Milpois|10629
Sam Walton/John Huey|10631
Roger Penrose|10638
Barry Schwartz|10639
Michael   Lewis|10654
Michael   Lewis|10655
Michael   Lewis|10656
Robert D. Kaplan|10662
Andreas J. Köstenberger/Peter T. O'Brien|10663
Robert D. Kaplan|10666
Roger Lowenstein|10669
Roger Lowenstein|10670
Francine Pascal/Molly Mia Stewart/Ying-Hwa Hu|10682
Kate McMullan/Janet Allison Brown/R.W. Alley|10686
Simon Schama|10687
Erik Larson|10689
Elizabeth Kostova|10691
Rudyard Kipling/Jeffrey Meyers|10698
Louis de Bernières|10701
Joseph Heller|10711
Joseph Heller|10712
Joseph Heller|10713
Joseph Heller|10714
Joseph Heller|10718
George Gladir/John L. Goldwater/Steve Geppi/Michael I. Silberkleit|10732
Walker Percy|10739
Gregory Maguire/Douglas Smith|10750
Gregory Maguire/Claudia Conde|10751
Christopher M. Andrew/Vasili Mitrokhin|10756
James Lee Burke|10757
John Terra|10760
Stephen Clarke|10765
Geneviève/Michael    Heath|10767
Geneviève/Michael    Heath|10770
Fannie Flagg/Cassandra Campbell|10772
Ernest Hemingway/Edward Shenton|10776
Ernest Hemingway|10778
Michael S. Reynolds|10780
Leonardo Padura/John King|10783
Ernest Hemingway/William M. White|10785
Bernice Kert|10787
Jeffrey Meyers|10789
Amanda Hemingway|10792
Ernest Hemingway/John Slattery|10796
Ernest Hemingway|10797
Wallace Stegner|10801
Wallace Stegner/Bernard DeVoto|10802
Wallace Stegner/Lynn Stegner|10804
Wallace Stegner|10805
Wallace Stegner/T.H. Watkins|10806
Jackson J. Benson|10808
E.B. White/Dorothy Lobrano Guth/Martha White/John Updike|10810
E.B. White/Roger Angell/Barbara Cohen/Judith Stonehill|10814
E.B. White/Garth Williams|10826
E.B. White/Garth Williams|10832
Jon Lee Anderson/José Hernández/Leena Nivala|10836
Caroline Preston|10846
Allan C. Weisbecker|10853
Solomon Jones|10863
Steve Martin|10867
Steve Martin|10873
Hunter S. Thompson|10876
Hunter S. Thompson|10877
Anita Thompson|10879
Hunter S. Thompson/Douglas Brinkley|10880
Walter Isaacson|10884
Walter Isaacson/Evan Thomas|10885
Walter Isaacson|10887
Anne Lamott|10890
Cecelia Ahern|10894
Cecelia Ahern/Patricia Scanlan/Gemma O'Connor/Sarah Webb/Maeve Binchy/Marian Keyes/Morag Prunty/Cathy Kelly/Colette Caddle/Marita Conlon-McKenna/Martina Devlin/Clare Dowling/Catherine Foley/Aine Greaney/Suzanne Higgins/Rosaleen Linehan/Joan O'Neill/Julie Parsons/Deirdre Purcell/Martina Reilly/Mary Ryan/Annie Sparrow/Una Brankin|10895
Cecelia Ahern|10897
Jerry Ahern|10906
Chris Gardner|10907
Jodi Picoult|10908
Jodi Picoult|10909
Jodi Picoult|10910
Jodi Picoult|10912
Jodi Picoult|10914
Jodi Picoult|10915
Jodi Picoult|10916
Jodi Picoult|10917
Charles Frazier|10920
Hanshan/Red Pine/John Blofeld|10921
Mitch Albom|10929
Susan    Lewis|10932
Billy Crystal/Elizabeth Sayles|10939
Billy Crystal/Dick Schaap|10943
Phillip Margolin|10951
Diana Gabaldon|10964
Diana Gabaldon|10965
Timothy Truman/Rick Leonardi/Tom Raney/Al Rio|10966
Diana Gabaldon/Janos Farkas|10967
James Axler|10968
Diana Gabaldon|10969
Matt Keefe|10970
James Axler|10971
James Axler|10972
James Axler|10973
William Faulkner/E.L. Doctorow|10974
William Faulkner/Noel Polk/Joseph Blotner|10976
William Faulkner|10979
William Faulkner/Noel Polk/Joseph Blotner|10980
William Faulkner|10982
William Faulkner|10984
William Faulkner|10985
Diana Gabaldon|10987
Diana Gabaldon|10988
Diana Gabaldon|10989
Diana Gabaldon|10990
Diana Gabaldon|10992
Katherine Neville|10993
Louise Bates Ames/Frances L. Ilg/Carol C. Haber/Betty David|10996
Henepola Gunaratana|11000
Eliot Asinof/Stephen Jay Gould|11002
Janet Evanovich|11003
Jean M. Auel/Leonor Tejada Conde-Pelayo|11005
James Joyce/Harry Levin|11006
James Joyce/Jeri Johnson/Thiên Lương|11012
James Joyce|11013
Charlotte Brontë/Stevie Davies|11016
Charlotte Brontë/Richard J. Dunn|11019
Jane E. Gerver/Bill Dodge/Charlotte Brontë|11021
Arturo Pérez-Reverte/Margaret Sayers Peden|11022
Charles Dickens/John Bowen/Hablot Knight Browne|11026
Arturo Pérez-Reverte|11027
Arturo Pérez-Reverte/Margaret Jull Costa|11031
Arturo Pérez-Reverte/Sonia Soto|11033
Anaïs Nin|11036
Anaïs Nin/Gunther Stuhlmann|11037
Anaïs Nin|11038
Anaïs Nin/Val Telberg|11043
Anaïs Nin/Gunther Stuhlmann|11044
Wallace Stegner|11045
Bart King/Chris Sabatino|11047
Clint Willis|11048
Jason Hook|11062
Roald Dahl/Quentin Blake|11069
Roald Dahl/Carmelina Payá/Antonio Samons|11071
Roald Dahl|11075
J. Maarten Troost|11077
Jim Trelease|11089
David K. Shipler|11095
Christie Ridgway|11101
Peter J. D'Adamo/Catherine Whitney|11106
Jonathan Swift/Isaac Asimov|11119
Jonathan Swift/Robert A. Greenberg|11121
C.S. Lewis/Kenneth Branagh|11130
C.S. Lewis/Pauline Baynes|11136
C.S. Lewis/Kathleen Norris|11137
C.S. Lewis|11138
C.S. Lewis|11149
C.S. Lewis|11154
Shifra Horn/Dalya Bilu|11157
Pansy/Isabella MacDonald Alden|11159
Elie Wiesel/Robert McAfee Brown/Matthew Fox|11161
Edward J. Larson/Brian Troxell|11162
Elie Wiesel/Frances Frenaye|11166
Elie Wiesel/Stephen Becker|11167
Elie Wiesel/Anne Borchardt|11168
Elie Wiesel|11174
Margo Maine/Craig  Johnson|11176
Margo Maine/Craig L. Johnson|11178
Connie Mason|11184
Dan B. Allender|11197
Julia Alvarez|11204
Julia Alvarez|11208
Bruce Edward Walker/Ken Kesey/CliffsNotes|11222
Ken Kesey|11225
Ken Kesey|11226
Iris Murdoch/Mary Kinzie|11229
Iris Murdoch/George Steiner/Peter J. Conradi|11231
Iris Murdoch/Peter Reed|11234
Iris Murdoch|11235
Iris Murdoch|11240
Susan Howatch|11244
Susan Howatch|11245
Susan Howatch|11247
Susan Howatch|11251
Iris Murdoch|11253
Susan Howatch|11262
Susan Howatch|11263
Susan Howatch|11269
Dan Simmons|11277
Dan Simmons|11278
Dan Simmons|11279
Dan Simmons|11285
Dan Simmons|11286
Dan Simmons|11289
Dan Simmons|11290
Mary McCarthy|11295
Jay Rubin|11296
Haruki Murakami/Jay Rubin|11297
Haruki Murakami/Alfred Birnbaum|11298
Dr. Seuss|11301
Susan Cooper|11308
Susan Cooper/Omar Rayyan|11311
Susan Cooper|11313
Raymond Chandler|11317
Raymond Chandler|11318
Pablo Neruda/Donald Devenish Walsh|11320
Mercer Mayer|11323
Iris Murdoch|11324
Toni Morrison|11326
Toni Morrison/A.S. Byatt|11333
Toni Morrison|11334
Toni Morrison|11337
Pablo Neruda/Stephen Tapscott|11339
Toni Morrison|11340
Toni Morrison|11341
Toni Morrison|11346
Toni Morrison|11347
Toni Morrison|11349
Toni Morrison|11352
Toni Morrison|11355
Toni Morrison|11359
Scott Leonard/Megan McMorris|11364
Barbara W. Tuchman/Robert K. Massie|11366
Sinclair Lewis/Michael R.  Meyer|11371
Sinclair Lewis|11372
Sinclair Lewis/Brooke Allen|11373
Sinclair Lewis|11376
Sinclair Lewis/Richard R. Lingeman|11377
Sinclair Lewis|11378
Arthur Golden|11380
Arthur Edward Waite|11383
Sinclair Lewis/E.L. Doctorow|11389
Ray Bradbury|11390
Charles R. Swindoll|11399
Jan Frank|11406
John Eldredge/Stasi Eldredge|11413
Karen Kingsbury|11426
Karen Kingsbury|11427
Karen Kingsbury|11428
Karen Kingsbury|11429
Karen Kingsbury/Gary Smalley|11430
Karen Kingsbury|11431
Karen Kingsbury/Gary Smalley|11432
Karen Kingsbury/Gary Smalley|11433
Karen Kingsbury|11434
Karen Kingsbury/Gary Smalley|11436
Raymond Carver|11437
Raymond Carver|11439
Raymond Carver/Robert Altman|11441
Raymond Carver|11449
Tobias Wolff/Luann Walther|11463
Tobias Wolff|11464
Tobias Wolff|11466
Tobias Wolff|11468
Philip Gourevitch|11472
The Paris Review/Philip Gourevitch/Rebecca West/Elizabeth Bishop/Robert  Stone/Robert Gottlieb/Richard Price/Billy Wilder/Jack Gilbert/Joan Didion/Dorothy Parker/Truman Capote/Ernest Hemingway/T.S. Eliot/Saul Bellow/Jorge Luis Borges/Kurt Vonnegut Jr./James M. Cain|11473
Paul Hendrickson|11478
Paul Hendrickson|11481
Paul Hendrickson/Marion Post Wolcott|11482
Alice Walker|11486
Melody Carlson|11492
Saul Bellow|11494
Chaim Potok|11499
Chaim Potok|11502
Chaim Potok|11503
Chaim Potok|11507
Dan Simmons|11511
Dan Simmons|11514
Dan Simmons/Jean-Daniel Brèque|11516
Dan Simmons/Guy Abadia|11518
Dan Simmons|11519
Dan Simmons|11520
Patricia Schultz|11525
Dan Simmons|11535
Robert R. McCammon|11541
Robert R. McCammon|11548
Robert R. McCammon|11549
Robert R. McCammon|11550
Robert R. McCammon|11551
Robert R. McCammon|11552
Robert R. McCammon|11553
Robert R. McCammon|11556
Robert R. McCammon|11557
Stephen King|11563
Stephen King/Glenn Chadbourne|11565
Stephen King|11566
Stephen King/William Olivier Desmond/Maria Teresa Marenco|11570
Stephen King|11571
Stephen King/Robin Waterfield|11574
Stephen King/Bernie Wrightson/Michele Wrightson|11580
Stephen King|11584
Stephen King|11588
Stephen King/Verónica Canales|11594
Stephen King|11597
Lois H. Gresh/Robert E. Weinberg|11601
Stephen King|11604
Stephen King/Josh Hamilton|11605
Stephen King/Richard Bachman|11606
Stephen King/Gregorio Vlastelica/Eduardo Goligorsky|11608
Raynold Gideon|11611
Stephen King/Eduardo Goligorsky|11613
Judith Farr/Louise Carter|11616
Richard B. Sewall|11617
Emily Dickinson/R.W. Franklin|11619
Emily Dickinson|11621
Sylvia Plath/Karen V. Kukil|11623
Sylvia Plath/Frieda Hughes|11625
Sylvia Plath|11627
Paul Alexander|11630
Sylvia Plath/Ted Hughes/Frances McCullough|11632
Ronald Hayman|11635
Keri Hulme|11643
Philip Roth|11648
Philip Roth|11650
Philip Roth|11653
Philip Roth|11654
Philip Roth|11655
John Updike|11656
John Updike|11657
John Updike|11663
John Updike|11664
James Plath|11665
John Updike|11666
Jacquelyn Reinach/Richard Hefter|11668
Oscar Hijuelos|11669
Oscar Hijuelos|11670
Oscar Hijuelos|11671
Oscar Hijuelos|11672
Edward P. Jones|11684
John Cheever/Pelle Fritz-Crone|11686
Orhan Pamuk|11690
Orhan Pamuk/Maureen Freely/عین له غریب|11692
Orhan Pamuk/Victoria Rowe Holbrook|11693
Orhan Pamuk/Rafael Carpintero|11695
Ian Jack|11697
Orhan Pamuk/Rafael Carpintero|11698
Octavio Paz/Eliot Weinberger/Elizabeth Bishop|11701
Octavio Paz/Lysander Kemp/Yara Milos|11702
Octavio Paz/Margaret Sayers Peden|11704
Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand|11705
Octavio Paz/Helen Lane|11707
Anthony Minghella/Michael Ondaatje|11715
A.S. Byatt|11723
Penelope Fitzgerald|11728
Penelope Fitzgerald/Frank Kermode|11729
Philip Roth|11734
Marilynne Robinson|11741
Edward P. Jones|11751
Edward P. Jones|11752
Don DeLillo|11762
Don DeLillo|11765
Don DeLillo|11766
Don DeLillo|11767
John Irving|11768
John Irving|11769
John Irving/Hans Hermann|11771
John Irving/Iris Menéndez|11772
Joyce Carol Oates|11777
Joyce Carol Oates/Elaine Showalter|11779
Joyce Carol Oates|11780
Joyce Carol Oates/Elaine Showalter|11781
Joyce Carol Oates|11782
Joyce Carol Oates|11784
Joyce Carol Oates|11785
Philip Roth|11796
Carol Shields|11801
Elisabeth Jean Wood|11809
Sid Fleischman/Peter Sís|11824
Cynthia Voigt|11831
Mary B. Collins|11854
Andrew P. Trout|11861
Lou Priolo|11862
William Styron|11873
William Styron|11876
William Styron|11878
Robert L. Geneve|11880
John Cheever|11886
John Cheever/Rick Moody|11890
Bebe Moore Campbell|11900
Anne Rice|11901
Saul Bellow|11907
Saul Bellow/Christopher Hitchens|11908
Saul Bellow/Stanley Crouch|11910
Saul Bellow/James  Wood|11912
Kelley Armstrong|11915
Kelley Armstrong|11917
Kelley Armstrong|11918
Kelley Armstrong|11919
Kelley Armstrong|11920
Kelley Armstrong|11921
Kelley Armstrong|11922
Marguerite Duras|11926
Peter S. Beagle|11932
Peter S. Beagle|11933
Peter S. Beagle|11934
Peter S. Beagle|11938
Don Webb|11949
Marguerite Duras|11963
Jack Williamson|11970
Jack Williamson|11978
Jean-Paul Sartre|11980
Albert Camus/Stuart Gilbert/Justin O'Brien/David Bellos|11988
Albert Camus/Anthony Bower/Herbert Read|11990
Albert Camus/Justin O'Brien|11991
Albert Camus/Jacqueline Levi-Valensi/Arthur Goldhammer/David Carroll|11993
Albert Camus/Justin O'Brien|11995
Jacqueline Harpman/Ros Schwartz|11996
Robert Polito/Jim Thompson/Patricia Highsmith/Charles Willeford/David Goodis/Chester Himes|12000
J.D. Salinger|12001
Iain M. Banks|12009
Iain M. Banks|12013
Iain M. Banks|12016
Iain M. Banks|12017
Iain M. Banks/Irene Bonhorst|12018
Alan MacGillivray|12019
Iain Banks|12022
Herman Melville/Robert Faggen|12034
Hershel Parker|12035
Herman Melville/Tony Tanner/John Dugdale|12036
Patricia Hall|12043
Iris Murdoch|12045
Paul Bowles|12047
Paul Bowles/Daniel Halpern|12048
Paul Bowles/Francine Prose|12049
Paul Bowles|12050
Paul Bowles/Daniel Halpern|12052
Paul Bowles|12053
Paul Bowles|12055
Ann Major|12059
Iris Murdoch|12066
Paul Coughlin/Laura Schlessinger|12069
Terry Pratchett/Neil Gaiman|12070
Terry Pratchett/Neil Gaiman|12071
Ludwig Wittgenstein/G.E.M. Anscombe|12073
David Edmonds/John Eidinow|12074
Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell|12075
Ludwig Wittgenstein/G.E.M. Anscombe|12076
Ludwig Wittgenstein/G.E.M. Anscombe/George Henrik von Wright|12077
Saul A. Kripke|12078
Ray Monk|12079
Allan Janik/Stephen Toulmin|12080
Ludwig Wittgenstein/Rush Rhees|12081
Eugene O'Neill/Harold Bloom|12083
Carlos A. Schwantes|12086
Samuel Beckett|12090
Jonathan Croall/Peter Hall|12091
Eugène Ionesco/Donald M. Allen|12095
Eugène Ionesco/Charles Marowitz/Donald   Watson|12099
Margaret Bertha Synge|12108
Luigi Pirandello/Mark Musa|12113
Luigi Pirandello/Stanley Appelbaum|12114
Luigi Pirandello/William Weaver/Charles Simic|12116
Luigi Pirandello/William Weaver/Samuel Putnam|12117
Luigi Pirandello/Tom Stoppard|12118
Luigi Pirandello/Robert Rietty/Julian Mitchell/John Linstrum|12120
Linda Lael Miller|12123
Cynthia Voigt|12125
Sam Shepard|12137
Sam Shepard/Richard Gilman|12142
Robert Frost/Noel Perrin|12143
Richard  Adams|12147
Richard  Adams|12148
Richard  Adams|12149
Jacqueline K. Ogburn/Marjorie A. Priceman|12155
Louise Borden/Allan Drummond|12157
F. Scott Fitzgerald/James L.W. West III|12169
Marguerite Yourcenar/Grace Frick|12172
Nicholas A. Basbanes|12180
Vladimir Nabokov|12186
Vladimir Nabokov/Fatih Özgüven|12187
Vladimir Nabokov|12188
Joseph Conrad/Morton Dauwen Zabel/Frederick R. Karl|12193
Joseph Conrad|12194
Joseph Conrad/Cedric Watts|12195
Robert Frost/Susan Jeffers|12201
Robert Frost/Edward Connery Lathem|12202
Thomas Bernhard/Michael Hofmann|12203
Robert Frost|12204
Robert Frost/Richard Poirier/Mark   Richardson|12210
Jay Parini|12212
Eugene O'Neill/Luann Walther|12216
Tennessee Williams|12220
Tennessee Williams/Arthur  Miller|12222
Sam Bass Warner|12224
SparkNotes|12225
James Lamar Roberts/Tennessee Williams/CliffsNotes|12226
George Bernard Shaw/Dan H. Laurence/Nicholas Grene|12230
Chet Green|12240
Mary Pope Osborne/Troy Howell|12248
Richmond Lattimore|12249
Richmond Lattimore|12250
Homer/Robert Fagles/Derek Jacobi|12254
Homer/Charles H. Wilson|12256
Mary Pope Osborne/Troy Howell/Homer|12263
Tennessee Williams/Gore Vidal|12268
George Bernard Shaw/Dan H. Laurence/Imogen Stubbs|12274
George Bernard Shaw/Susan Moller Okin|12275
Samuel Beckett|12279
Carroll John Daly|12288
Carroll John Daly/Drew Bishop|12290
Carroll John Daly|12292
Jo Ann Ooiman Robinson|12293
Nathaniel Hawthorne/Thomas E. Connolly/Nina Baym|12296
Nathaniel Hawthorne/Kathryn Harrison|12297
Nathaniel Hawthorne|12299
Nathaniel Hawthorne|12300
Nathaniel Hawthorne|12301
Nathaniel Hawthorne/Karin Jacobson|12302
Friedrich Nietzsche/Clifton Fadiman|12315
Friedrich Nietzsche/Gary Handwerk|12317
Friedrich Nietzsche/Walter Kaufmann/Peter Gay|12319
Friedrich Nietzsche/R.J. Hollingdale/Michael Tanner|12321
Friedrich Nietzsche/R.J. Hollingdale|12322
Michael Teitelbaum/Ron Zalme|12328
Nancy Milford|12335
João Guimarães Rosa|12346
Ruth Ozeki|12349
Ruth Ozeki|12350
Ruth Ozeki/Florence Mortimer|12352
Sarah Vowell/Katherine Streeter|12358
Richard Russo|12365
Richard Russo|12366
Gus Russo|12370
Richard Ford|12372
Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley|12375
Steven Watts|12378
Jim Morrison|12381
Mary B. Morrison|12383
Louis-Ferdinand Céline/Ralph Manheim/William T. Vollmann|12395
William T. Vollmann|12398
Paul Robert Magocsi|12401
Nella Larsen/Carla Kaplan|12408
Nella Larsen/Charles Larson/Marita Golden|12412
Sonny Brewer|12417
Leo Tolstoy/Peter Sekirin|12419
Boris Pasternak/B. Deutsch|12424
Boris Pasternak/Marina Tsvetaeva/Rainer Maria Rilke|12427
Richard  Adams|12441
Richard  Adams|12442
Richard  Adams|12444
Richard  Adams|12445
Thomas Wolfe|12447
Thomas Wolfe|12448
Thomas Wolfe/Pat Conroy|12451
Howard Korder|12457
Eugene O'Neill/Travis Bogard|12458
Eugene O'Neill/Travis Bogard|12461
Norman Mailer|12466
Norman Mailer|12467
Norman Mailer|12468
Norman Mailer/John Buffalo Mailer|12473
Norman Mailer|12474
Truman Capote|12477
Lynda La Plante|12478
James Hamilton-Paterson|12482
Alan Paton|12488
Erin McCarthy|12495
Cormac McCarthy|12496
Cormac McCarthy|12497
Pete McCarthy|12502
Fyodor Dostoyevsky/Anna Brailovsky/Joseph Frank/Constance Garnett/Alan Myers|12505
W. Michael Kelley|12511
David Mamet|12513
David Mamet|12517
Jack Kerouac/Robert Creeley|12522
Annie Dillard|12526
Annie Dillard|12527
Annie Dillard|12528
Annie Dillard|12532
Annie Dillard|12533
Anne Lamott|12535
Anne Lamott|12537
Anne Lamott|12540
Mary Roach|12545
Iain Levison|12546
P.G. Wodehouse|12550
Amy Tan|12555
Amy Tan|12557
Amy Tan/Gretchen Schields|12558
Jane Hamilton|12560
Jane Hamilton|12561
Ken Kesey/Charles Bowden|12564
Richard Brautigan|12568
Richard Brautigan|12569
Richard Brautigan|12570
Richard Brautigan/Taylan Taftaf|12571
Eudora Welty|12577
Eudora Welty/Richard Ford/Michael Kreyling|12578
Eudora Welty/Reynolds Price|12579
Eudora Welty/Richard Bausch|12581
Eudora Welty|12582
Eudora Welty|12583
Eudora Welty|12586
Eudora Welty|12589
Eudora Welty|12590
Anne Fadiman|12609
Noam Chomsky|12612
Noam Chomsky/Michel Foucault/John Rajchman|12614
Noam Chomsky|12615
Noam Chomsky|12616
Noam Chomsky/Barry Pateman|12618
Noam Chomsky|12620
Noam Chomsky|12622
Noam Chomsky/Gilbert Achcar/Stephan R. Shalom|12623
Noam Chomsky/Arthur Naiman/David Barsamian/Sandy Niemann|12627
Noam Chomsky/David Barsamian|12630
Noam Chomsky/Donaldo Macedo|12631
Noam Chomsky|12645
Noam Chomsky/C.P. Otero|12646
Shirley Rousseau Murphy|12648
Jean-Jacques Rousseau/Patrick Coleman/Angela Scholar|12649
Shirley Rousseau Murphy|12650
Jean-Jacques Rousseau/Maurice Cranston|12651
Shirley Rousseau Murphy|12652
James A. Michener|12657
James A. Michener|12658
James A. Michener|12661
James A. Michener|12662
James A. Michener/Robert Vavra|12664
James A. Michener|12665
Stephen King/Gregorio Vlastelica|12676
Stephen King|12678
Stephen King|12682
Stephen King/Campbell Scott|12683
Stephen King|12684
John Grogan|12686
John Grogan|12691
Emily Brontë/Alice Hoffman|12703
Graham Handley|12712
John Steinbeck|12722
Terry C. Johnston|12723
Margot Adler|12724
Scott O'Dell|12725
William Faulkner|12733
Shirley Hazzard|12738
Sinclair Lewis/Charles R. Johnson|12746
Marcel Proust/Lydia Davis|12749
Marcel Proust/C.K. Scott Moncrieff/Elizabeth Dalton|12753
Marcel Proust/C.K. Scott Moncrieff|12754
Elizabeth Mayne|12769
Ira Levin/Otto Penzler|12770
Francine Pascal/Kate William|12771
Salman Rushdie|12783
John Berendt|12786
William Hjortsberg/Ridley Scott/James Crumley|12787
Melissa M. Garcia|12789
Alice Kaplan|12793
James Joyce/Craig Raine|12803
Ha Jin|12807
Robert Mason|12812
Iris Murdoch/Karen Armstrong|12817
Michael Morpurgo/Michael Foreman|12820
Maryam Riess|12822
Elie Wiesel/Marion Wiesel|12823
Jonathan Franzen|12827
Jonathan Franzen|12828
Jonathan Franzen|12829
Carlos Castañeda|12840
Carlos Castañeda|12841
Carlos Castañeda|12842
Carlos Castañeda|12843
Carlos Castañeda|12844
Carlos Castañeda|12845
Carlos Castañeda|12846
Carlos Castañeda|12847
Fyodor Dostoyevsky/David Magarshack|12851
Fyodor Dostoyevsky/David Magarshack|12852
Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky|12853
Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky|12854
Fyodor Dostoyevsky/Ronald Hingley|12855
Fyodor Dostoyevsky/Constance Garnett/Joseph Frank|12856
Steve Blamires/Sandy Leuthner|12859
Daphne du Maurier/Sally Beauman|12873
Rebecca Goldstein|12876
Rebecca York|12879
Rebecca West/Christopher Hitchens|12880
Philip Roth|12881
Philip Roth|12882
John Barth|12885
James Lamar Roberts/William Faulkner/CliffsNotes|12901
William Faulkner|12905
James Lamar Roberts/CliffsNotes|12906
Virgil/Robert Fagles/Bernard Knox|12912
Virgil/Robert Fitzgerald|12914
Virgil/David   West|12916
Virgil/Stanley Lombardo/W. R. Johnson|12918
Virgil/G.P. Goold|12919
Horace Walpole/E.F. Bleiler/Walter Scott|12922
Horace Walpole|12923
Lois Lowry|12930
Lois Lowry|12931
Lois Lowry|12932
Lois Lowry/True Kelley|12933
Lois Lowry|12936
Lois Lowry/Diane deGroat|12937
William Shakespeare|12938
William Shakespeare/Roma Gill|12939
William Shakespeare/R.A. Foakes|12941
William Shakespeare/Barbara A. Mowat/Paul Werstine|12944
Henry James/Deborah Esch/Jonathan Warren|12947
Henry James/Anthony Curtis|12950
Henry James/R.W.B. Lewis|12951
Henry James/Peter G. Beidler|12954
William Shakespeare/Mary Berry/Michael Clamp|12958
William Shakespeare/David L. Stevenson|12960
William Shakespeare/Roma Gill|12961
William Shakespeare/Samuel West/Amanda Root/Arkangel Cast|12964
William Shakespeare/F.H. Mares|12965
Mark Helprin|12967
Isak Dinesen/Karen Blixen|12969
William Shakespeare/Alan Durband|12975
William Shakespeare/Barbara A. Mowat/Paul Werstine|12980
William Shakespeare|12982
Troy Denning|12984
Terry Tempest Williams|12990
William Shakespeare/Neil Taylor|12993
Bob      Smith|12994
William Faulkner|12995
William Shakespeare|12996
William Shakespeare/David Threlfall/Don Warrington/Anne-Marie Duff/Arkangel Cast|12999
William Shakespeare/Barbara A. Mowat/Paul Werstine|13002
William Shakespeare/Roma Gill|13006
William Shakespeare/John   Bowe/Michael Feast/Adrian Lester|13008
William Shakespeare/Marvin Spevack/Marga Munkelt|13011
William Shakespeare/SparkNotes|13012
